detected_type,local_path,title,source_url,download_url,license,usage_terms,artist,credit,object_name,mime
cylindrical,data/images/cylindrical/recybat24_cylindrical_021_11_2_3_cyl.jpg,11_2_3_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",11_2_3_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_022_5_2_3_cyl.jpg,5_2_3_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",5_2_3_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_023_14_5_2_cyl.jpg,14_5_2_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",14_5_2_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_024_14_3_1_cyl.jpg,14_3_1_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",14_3_1_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_025_8_4_2_cyl.jpg,8_4_2_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",8_4_2_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_026_8_3_3_cyl.jpg,8_3_3_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",8_3_3_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_027_11_2_2_cyl.jpg,11_2_2_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",11_2_2_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_028_10_4_2_cyl.jpg,10_4_2_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",10_4_2_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_029_5_4_2_cyl.jpg,5_4_2_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",5_4_2_cyl.jpg,image/jpeg
cylindrical,data/images/cylindrical/recybat24_cylindrical_030_11_4_1_cyl.jpg,11_4_1_cyl.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",11_4_1_cyl.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_001_4_2_F_3_po.jpg,4_2_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",4_2_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_002_3_4_F_1_po.jpg,3_4_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",3_4_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_003_54_4_F_2_po.jpg,54_4_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",54_4_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_004_38_4_F_3_po.jpg,38_4_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",38_4_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_005_21_5_F_1_po.jpg,21_5_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",21_5_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_006_40_2_F_2_po.jpg,40_2_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",40_2_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_007_31_3_F_2_po.jpg,31_3_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",31_3_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_008_20_2_F_1_po.jpg,20_2_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",20_2_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_009_58_1_F_1_po.jpg,58_1_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",58_1_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_010_13_3_F_1_po.jpg,13_3_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",13_3_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_011_16_2_F_2_po.jpg,16_2_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",16_2_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_012_6_3_F_3_po.jpg,6_3_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",6_3_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_013_36_3_F_3_po.jpg,36_3_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",36_3_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_014_5_1_F_3_po.jpg,5_1_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",5_1_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_015_1_5_F_1_po.jpg,1_5_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",1_5_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_016_35_5_F_2_po.jpg,35_5_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",35_5_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_017_24_4_F_3_po.jpg,24_4_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",24_4_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_018_57_2_F_2_po.jpg,57_2_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",57_2_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_019_52_1_F_2_po.jpg,52_1_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",52_1_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_020_14_5_F_1_po.jpg,14_5_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",14_5_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_021_2_4_F_1_po.jpg,2_4_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",2_4_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_022_20_5_F_2_po.jpg,20_5_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",20_5_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_023_20_1_F_2_po.jpg,20_1_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",20_1_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_024_4_5_F_2_po.jpg,4_5_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",4_5_F_2_po.jpg,image/jpeg
